,沈晓明 简历 - 人民网 地方领导资料库,"
沈晓明，男，1963年5月生，汉族，浙江绍兴人，研究生学历，医学博士学位，研究员、教授，1987年7月参加工作，1984年8月加入中国共产党。

1979.09 温州医学院儿科系儿科专业学习

1984.09 温州医学院儿科系儿科专业硕士研究生学习

1987.07 浙江医科大学附属第一医院住院医师
李志军,"李志军，男，汉族，1969年10月出生，河南林州人。1991年7月参加工作，2001年6月加入中国共产党，在职研究生（财政部财政科学研究所财政理论与政策专业），经济学博士，高级工程师。
曾任北京市经委科技处副处长，北京市政府办公厅副处级秘书，中共北京市委办公厅副处级秘书、正处级秘书、副局级秘书、正局级秘书，中共北京市委副秘书长。
2012.04 中共延庆县委书记
2015.12 中共延庆区委书记
（人民网资料 截至2015年12月）"
李先忠,"李先忠，男，汉族，1971年6月生，山东龙口人，1993年6月加入中国共产党，1993年8月参加工作，1993年8月大学本科毕业（沈阳工业大学电机专业），2013年1月在职研究生毕业（北京大学行政管理专业），管理学博士，会计师。
曾任北京变压器厂实习技术员、设计处技术员、办公室副主任、企管考核处副处长、财务处处长、总会计师、党委副书记、常务副厂长、党委书记；共青团北京市委员会副书记；北京市国有资产监督管理委员会党委委员、副主任。
2010.04 中共延庆县委副书记，县政府代理县长
2011.01 中共延庆县委副书记，县政府县长
2015.11 中共东城区委副书记，区行政学院院长（兼）
2015.12 中共东城区委副书记，区政府党组书记、副区长、代区长，区行政学院院长（兼）
2016.01 中共东城区委副书记，区政府党组书记、区长，区行政学院院长（兼）
（人民网资料 截至2016年1月）"
薛新立,"薛新立，男，汉族，1961年3月生，天津人，1984年9月加入中国共产党，1981年1月参加工作，市委党校研究生学历。
1989.12 共青团天津市河西区委常委、副书记
1994.05 共青团天津市河西区委书记
1996.09 天津市河西区体院北街（天塔街）党委副书记、办事处主任
1997.06 共青团天津市委副书记
2002.05 河北区委常委、政法委副书记
2002.12 河北区委常委，区政府常务副区长
2006.07 河北区委副书记，区政府代区长
2007.01 河北区委副书记，区政府区长
2010.01 天津市委委员、河北区委书记
2011.10 天津市委组织部副部长（正局级）
2013.02 天津市和平区委书记
2016.12 天津市发改委主任
2017.04 天津市市容园林委主任
（人民网资料 截至2017年4月）"
张盛如,"张盛如，男，1960年7月出生，汉族，天津市人，1996年11月入党，1983年9月参加工作，大学文化，工程硕士。
1979.07 天津理工学院自动化专业学习
1983.09 天津市南开区科委科员
1990.11 天津市科委体改处科员、副主任科员、主任科员
1993.12 天津市科委体改处副处长
1998.06 天津市科委体改处处长
2001.02 天津市科委综合计划处处长
2002.03 天津市知识产权局局长、党组书记
2008.05 天津市和平区委副书记，区政府代理区长、党组书记
2008.07 天津市和平区委副书记，区政府区长
2013.11 天津市北辰区委书记
2016.12 天津市城乡建设委员会主任
2017.04 不再担任天津市城乡建设委员会主任职务
（人民网资料 截至2017年4月）"
孙宝华,"孙宝华，男，汉族，1962年11月生，天津宝坻人，1984年8月加入中国共产党，1982年9月参加工作，天津农业机械化学校农业机械化专业毕业，中央党校在职研究生学历。
1982.09 天津市宝坻县王卜庄乡团委副书记，共青团宝坻县委员会干部
1986.11 天津市宝坻县委办公室科员、副科长、科长
1993.12 天津市宝坻县委督查室主任，县委办公室副主任、督查室主任
1996.09 天津市宝坻县委组织部副部长，县委组织部副部长（县属正局级、主持工作）
1997.12 天津市宝坻县委常委、县纪委书记，县委副书记、县纪委书记
2001.09 天津市宝坻区委副书记、区纪委书记、区委党校校长
2006.07 天津市宝坻区委副书记，区政府代区长、区长
2010.05 天津市河北区委副书记、区政府党组书记
2010.06 天津市河北区委副书记，区政府区长、党组书记
2011.12 天津市河北区委书记
2017.04 天津市水务局党委书记
（人民网资料 截至2017年5月）"
苑广睿,"苑广睿，男，河北人，经济学博士，1985年8月参加工作。
曾任财政部综合司副司长。
2011.11 天津市河北区委副书记，区政府副区长、代区长
2011.12 天津市河北区委副书记，区政府区长
2014.03 天津市河西区委副书记，区政府代区长、区长
2016.12 天津市财政局（天津市地方税务局）副局长（正局级）
2017.04 天津市财政局（天津市地方税务局）局长
（人民网资料 截至2017年4月）"
王福山,"王福山，男，汉族，1960年1月生，河北河间人。1984年7月加入中国共产党。1984年7月参加工作，中央党校研究生文化，学士学位，高级工程师。
1980.09 北方交通大学电信系铁道信号专业学生
1984.07 天津市地方铁路管理局大修队实习生
1986.01 天津市地方铁路管理局维修处生产经营科干部
1987.10 天津市地方铁路管理局团委副书记
1988.03 天津市地方铁路管理局实业公司副经理
1989.11 天津市地方铁路管理局实业公司经理
1990.02 天津市地方铁路管理局生产计划处干部
1993.09 天津市地方铁路管理局生产计划处副处长
1995.12 天津市地方铁路管理局建设公司经理
1997.12 天津市交通委员会主任助理、综合计划处处长
（其间：1997.03-1999.01在天津大学工商管理专业研究生班学习）
2000.11 天津市地方铁路管理局副局长
2003.04 天津市铁路集团有限公司党委副书记、总经理
2004.05 天津市铁路集团有限公司党委副书记总经理，天津蓟港铁路有限责任公司董事长（兼）
（其间:2002.03-2005.01在中央党校在职研究生班法学理论专业学习）
2005.12 天津市交通（集团）有限公司党委书记、董事长
2009.05 中共河东区委副书记，区政府副区长、代区长、区长、党组书记
2011.12 中共河东区委书记
2015.09 不再担任河东区委书记
（人民网资料 截至2015年9月）"
刘道刚,"刘道刚，男，1971年8月生，汉族，天津市人。1996年1月加入中国共产党，1997年3月参加工作，研究生文化，历史学博士。
1990.09 天津师范大学历史系历史教育专业学习
1994.07 南开大学历史系中国近现代史专业攻读硕士研究生
1997.03 南开大学历史系教师、团总支书记
1998.04 南开大学团委副书记（正科级）
1999.05 南开大学团委副书记（副处级）
2001.05 南开大学团委书记
2001.10 南开大学团委书记、党委学生工作部副部长（兼）
2002.05 共青团天津市委员会副书记
（1999.09—2003.07在南开大学历史学院中国近现代史专业学习，获历史学博士学位）
2003.08 共青团天津市委员会副书记、党组成员
2007.03 共青团天津市委员会书记、党组副书记
2007.06 共青团天津市委员会书记、党组书记，市青联主席
2011.11 中共河东区委副书记
2011.12 中共河东区委副书记，区政府副区长、代区长
2011.12 中共河东区委副书记，区政府区长、党组书记
2014.12 不再担任河东区委副书记，区政府区长、党组书记
（人民网资料 截至2014年12月)"
张杰,"张杰，男，汉族，1956年5月生，天津人，市委党校研究生。
曾任天津市农业局副局长。
2006.04 中共蓟县县委副书记，县政府县长
2009.05 中共蓟县县委书记
2011.12 中共河西区委书记
2015.01 天津市人民代表大会常务委员会副秘书长
（人民网资料 截至2015年1月）"
彭三,"彭三，男，白族，1966年8月生，云南剑川人，在职研究生文化，博士学位，1987年10月加入中国共产党，1988年7月参加工作。
历任天津市国家税务局海洋石油税务分局局长助理，天津市国家税务局海洋石油税务分局副局长，天津市商业委员会副主任，天津市人民政府国有资产监督管理委员会副主任。
2006.08 河西区委副书记，区政府代区长
2007.01 河西区委副书记，区政府区长
2014.03 和平区委副书记，区政府代区长、区长
2017.04 天津市国资委党委书记、主任
（人民网资料 截至2017年4月）"
韩宏范,"韩宏范，男，1956年12月生，汉族，河北冀州人，1978年9月入党，1976年10月参加工作，市委党校研究生文化。
1976.10 南开区民兵指挥部宣传科干部
1979.02 共青团南开区委干部、副部长、部长、副书记、书记
1992.12 中共南开区委常委、宣传部部长、共青团南开区委书记(兼)
1993.02 中共南开区委常委、宣传部部长(其间：1993.08-1995.12在中央党校函授学院经济管理专业学习；1996.09-1999.07在天津市委党校研究生班党建专业学习)
2002.06 中共南开区委常委，区政府副区长(常务)
2006.12 中共南开区委副书记，区政府副区长(常务)
2007.01 中共南开区委副书记
2009.05 中共南开区委副书记，区政府代理区长
2009.06 中共南开区委副书记，区政府区长
2011.12 中共南开区委书记
2014.07 天津市政协委员学习和联络室主任
（人民网资料 截至2014年7月）"
薛辉,"薛辉，男，1968年1月出生，汉族，天津市人，1992年3月加入中国共产党，1987年8月参加工作，天津市委党校经济学专业研究生班毕业，市委党校研究生学历，文学硕士。1987年08月毕业于天津市大港区教师进修学校。
历任天津市大港区教师进修学校团总支书记，天津市大港区教育局团委副书记、书记，共青团天津市大港区委常委、团务部部长。
1995.07 天津市大港区委办公室干部、秘书科科长
1996.09 共青团天津市大港区委副书记、党组成员
2000.03 共青团天津市大港区委书记、党组书记
2002.05 共青团天津市委副书记
2003.08 共青团天津市委副书记、党组成员
2007.07 天津市北辰区委常委，区政府副区长
2011.12 天津市人民政府驻上海办事处主任、党组副书记
2013.08 天津市南开区委副书记
2013.09 天津市南开区委副书记，区政府区长
2015.01 天津市南开区委书记
2016.12 天津市委组织部副部长
2017.04 天津市中小企业局党组书记、局长
（人民网资料 截至2017年4月）"
张泉芬,"张泉芬，女，汉族，1960年3月生，天津市人，1994年9月加入中国共产党。
1983.08 先后任天津市第三市政公路工程有限公司技术科副科长、科长、公司副总工、副经理、常务副经理、经理等职务
2002.01 天津市市政工程局副局长
2002.12 天津市建委副主任
2008.04 红桥区委副书记，区政府区长
2013.09 红桥区委书记
2016.12 涉嫌严重违纪接受组织调查
（人民网资料 截至2016年12月）
"
蔡云鹏,"蔡云鹏，男，汉族，1966年6月出生，安徽怀远人，1986年12月加入中国共产党。研究生学历，经济学学士学位、管理学硕士学位、工学博士学位，高级工程师，国家注册土地估价师。
1987.07 历任市规划设计管理局、土地管理局总体规划处、规划管理处、研究室干部、主任助理、副主任、主任
1999.02 天津市规划和国土资源局用地管理处处长、天津土地交易中心副主任（兼）
2002.07 天津市规划和国土资源局总经济师、用地管理处处长、天津土地交易中心主任（兼）
2004.10 天津市规划和国土资源局副局长
2005.09 天津市国土资源局和房屋管理局副局长
（2005.07-2006.03喀什行署副专员，天津市第五批援疆干部领队；2001.03-2007.03在天津大学城市规划与设计专业学习，获工学博士学位）
2007.03 天津市国土资源和房屋管理局党委常委、副局长，滨海新区国土资源分局局长（兼）
2008.01 天津市国土资源和房屋管理局党委常委、副局长，滨海新区国土资源分局局长（兼）、中新生态城管理委会副主任（兼）
2010.01 滨海新区政府党组成员、副区长
2011.02 滨海新区政府党组成员、副区长（正局级）
（2010.06-2013.06北塘经济区管委会主任、中心渔港经济区管委会主任）
2013.09 中共红桥区委副书记，区人民政府党组书记
2013.10 中共红桥区委副书记，区人民政府区长、党组书记
2015.01 不再担任红桥区委副书记，区人民政府区长、党组书记
（人民网资料 截至2015年1月）"
尚德来,"尚德来，男，1955年1月生，汉族，1979年12月参加工作，研究生学历，中共党员。
2007.01 中共天津市东丽区委副书记，区政府区长
2011.10 中共天津市东丽区委书记
2015.01 天津市人民代表大会农业与农村委员会副主任委员
（人民网资料 截至2015年1月)"
尚斌义,"尚斌义，男，1965年10月生，汉族，山东沾化人，1985年3月加入中国共产党，1989年1月参加工作，研究生文化，经济学博士。
1989.01 先后任天津国际经济贸易展览中心项目经理、部门经理、副总经理
2000.08 先后任天津市经济委员会企业处副处长，天津市减轻企业负担领导小组办公室主任
2002.08 天津市经济委员会投资与技术改造处处长
2004.07 先后任天津市国有资产监督管理委员会规划发展处处长、副总经济师
2006.06 天津市机电工业控股集团公司副总经理
2006.10 天津市东丽区委常委，区政府常务副区长
2011.12 天津市东丽区委副书记，区政府区长
2015.01 天津市东丽区委书记
（人民网资料 截至2015年1月)"
周家彪,"周家彪，男，汉族，1956年3月生，河北河间人，1985年9月加入中国共产党，1977年10月参加工作，在职研究生，经济学硕士。
1977.10 天津市西郊区商业局财务科统计员
1979.10 先后任天津市西郊区人民法院书记员、助理审判员、审判员，副庭长、正级科审判员，杨柳青法庭副庭长(主持工作)、庭长
1993.11 先后任天津市西青区人民法院刑庭庭长、副处级审判员，审判委员会委员，区人民法院副院长
1995.09 天津市西青区中北斜乡党委副书记
1996.06 天津市西青区委组织部副部长(10月起兼任区直机关党委副书记；1998.09起兼任党史研究室主任）
2001.04 天津市西青区委常委、组织部部长、党史研究室主任(兼)
2002.11 天津市西青区委副书记
2007.01 天津市西青区委副书记、区长
2011.12 天津市西青区委书记
2015.12 不再担任天津市西青区委书记
2016.01 天津市第十六届人民代表大会常务委员会委员
2017.07 涉嫌严重违纪接受组织审查
（人民网资料 截至2017年7月)"
王学旺,"王学旺，男，汉族，1961年11月生，天津市人，1986年6月加入中国共产党，1983年7月参加工作，中央党校研究生，硕士学位，教授级高级工程师，国务院特贴专家。
1983.07 先后任天津六建一工区工长、副队长、一工区副主任和项目经理、副总经理兼一工区主任
1996.04 先后任天津建工集团总公司总经理助理兼副总工程师兼总承包部部长、副总经理
2001.07 天津市建工集团（控股）有限公司副总经理
2004.07 天津城市基础设施建设投资集团有限公司副总经理
2008.01 天津滨海新区建设投资集团有限公司党委书记、董事长
2011.10 天津市西青区委副书记、副区长（正局级）
2011.12 天津市西青区委副书记、区长
2015.12 天津市西青区委书记
2016.12 天津市人民政府国有资产监督管理委员会主任
2017.04 天津市人民政府合作交流办公室主任
（人民网资料 截至2017年4月)"
李宝锟,"李宝锟，男，1960年10月出生，汉族，天津武清人，大学学历。1982年12月参加工作，中共党员。
2008年06月，任武清区委副书记、区人民政府区长。
2010年06月，任北辰区人民政府区长。
2011年12月，任北辰区委书记。
（人民网资料 截至2013年6月）"
高学忠,"高学忠，男，1965年8月生，汉族，天津市人，1989年12月加入中国共产党，1984年9月参加工作，市委党校研究生学历。
1981年 天津师范学校学生
1984年 历任喜逢台小学高庄分校教师、负责人，张湾小学教师、分校负责人
1989年 双街乡党委秘书兼组织干事
1990年 历任区委组织部科员，副主任科员，组织科科长，青干科科长
1996年 团区委副书记(主持工作)，书记（其间：1998-2001年，在市委党校党史专业研究生班学习）
2001年 北仓镇党委书记、人大主席（兼）、团区委书记、青联主席
2002年 北仓镇党委书记、人大主席（兼）
2002年 北辰区委常委、宣传部部长
2006年 北辰区委常委、组织部部长
2009年 北辰区委副书记、组织部部长，区委副书记、副区长、代理区长
2011年 北辰区委副书记、区长
2016.07 北辰区区长
2016.08 不再担任北辰区区长
（人民网资料 截至2016年8月）"
李国文,"李国文，男，汉族，1955年2月生，中共党员。
2006.07 中共津南区委书记
2014.12 不再担任津南区委书记
中共天津市第九届委员会委员。
（人民网资料 截至2015年1月）"
赵仲华,"赵仲华，男，1960年3月出生，汉族，上海人，1995年12月加入中国共产党，1977年2月参加工作，研究生文化，博士学位，正高级工程师。
1977.02 上海市奉贤县奉城觉民大队插队知青
1978.02 同济大学路桥工程系城市道路与桥梁专业学生
1982.02 天津市公路处桥管所技术员、计划科技术干部
1984.10 天津市公路处驻永和桥工地小组助理工程师
1988.04 天津市公路处养护科、工程科副科长
1991.07 天津市公路管理局计划工程处副处长、处长
1996.05 天津市公路管理局局长助理、副总工程师、计划工程处处长
1997.04 天津市公路管理局副局长
（1996.03-1998.09在天津大学工商管理专业学习，获工商管理硕士学位）
2003.04 天津市市政工程总公司副总工程师，市公路管理局副局长
2003.05 天津市市政工程总公司总工程师
2006.03 天津市建设管理委员会总工程师
2006.09 中共天津市津南区委常委，区政府副区长
（2002.03-2007.01天津大学管理学院技术经济与管理专业学习，获管理学博士学位）
2011.11 中共天津市津南区委副书记，区政府副区长、代区长
2011.12 中共天津市津南区委副书记，区政府区长
2016.04 中共天津市津南区委书记
（人民网资料 截至2016年4月)"
张勇,"张勇，男，汉族，1965年12月生，河北南皮人，1986年4月加入中国共产党，1988年7月参加工作，天津大学管理学院管理科学与工程专业毕业，在职研究生学历，博士学位，正高级工程师。
1984.09 西南交通大学电气工程系铁道电气化专业学习
1988.07 历任天津市地下铁路管理处工电所实习生、技术组助理工程师、科技科副科长、处长助理、副处长（1995.09-1998.03在天津大学管理学院管理科学与工程专业学习，获工学硕士学位）
2000.09 天津市地下铁道总公司副总经理（1998.09-2002.03在天津大学管理学院管理科学与工程专业学习，获工学博士学位）
2002.10 天津市地下铁道总公司副总经理、地下铁道投资公司经理
2004.02 天津市房地产开发经营集团有限公司副总经理
（2002.07-2004.06在南开大学经济学院从事博士后研究；2006.01-05在美国德克萨斯州立大学圣安东尼奥分校刘氏EMBA项目学习）
2006.06 天津市房地产开发经营集团有限公司副总经理，市房地产发展（集团）股份有限公司党委书记、董事长
2007.09 天津市房地产开发经营集团有限公司党委副书记、总经理 
2010.06 中共天津市武清区委副书记，区政府区长
2011.12 中共天津市武清区委书记
2014.12 中共天津市滨海新区区委副书记
2015.01 中共天津市滨海新区区委副书记，区政府副区长、代区长、区长
2017.04 天津食品集团有限公司党委书记、董事长
（人民网资料 截至2017年4月）"
罗福来,"罗福来，男，1968年10月出生，汉族，研究生学历。1986年8月参加工作，中共党员，天津市人。
历任学校教师，团县委干部，县委办干部，团县委书记，县委常委、团县委书记，县委常委、镇党委书记，区委常委、政法委副书记，副区长，区委常委、常务副区长，区委副书记、代区长等职。
2011.12 中共武清区委副书记，区政府区长
2016.01 中共宁河区委书记
2017.04 天津市机械设备成套局局长、党组书记
（人民网资料 截至2017年4月)
"
贾凤山,"贾凤山，男，汉族，1960年10月生，天津人，1985年12月加入中国共产党，1983年8月参加工作，在职研究生学历，经济学硕士。
1978.09 南开大学情报专业学生
1983.08 天津市宝坻县科委干事
1988.04 中共天津市宝坻县委办公室科员、科长
1993.03 中共天津市宝坻县委办公室副主任（其间：1995.03-1995.07参加市委党校第八期培训一班学习）
1995.09 中共天津市宝坻县林亭口镇党委书记
1998.02 天津市宝坻县计委主任（其间：1998.09－2000.07在北京工商大学经济学专业学习）
2000.12 天津市宝坻县政府副县长、县计委主任
2001.03 天津市宝坻县政府副县长
2001.09 天津市宝坻区政府副区长
2002.11 中共天津市宝坻区委常委、区委办公室主任
2006.09 中共天津市宝坻区委副书记、区纪委书记、区委党校校长
2006.12 中共天津市宝坻区委副书记、区委党校校长
2007.01 中共天津市宝坻区委副书记、区委政法委书记、区委党校校长（其间：2007.03－2007.07参加中央党校半年制中青班学习）
2010.06 中共天津市宝坻区委副书记，区政府区长
2013.03 中共天津市宝坻区委书记
2015.01 中共天津市河西区委书记
（人民网资料 截至2015年1月）"
李森阳,"李森阳，男，汉族，1960年8月生，黑龙江望奎人，1994年6月加入中国共产党，1983年9月参加工作，大学学历。
1979.09 东北林学院林学系林业专业学生
1983.09 天津市农林局林业工作站干部、科长
1994.04 天津市农林局林业工作站副站长(其间：1995.09－1995.12参加天津市委党校培训一班学习）
1996.12 天津市林业局副局长
2003.12 天津市林业局（市绿化委员会办公室）局长（主任）
2009.11 天津市农村工作委员会副主任（兼）、市林业局（市绿化委员会办公室）党委书记、局长（主任）
2010.10 天津市农村工作委员会副主任
2011.11 中共天津市宝坻区委常委
2011.12 中共天津市宝坻区委常委、副区长
2013.03 中共天津市宝坻区委副书记，区政府党组书记、区长
2015.12 天津市政府副秘书长（正局级）
（人民网资料 截至2016年1月）"
肖松,"肖松，男，1969年6月生，汉族，天津人，中共党员，大学学历。
先后在天津市发改委任副处长、处长，汉沽区副区长。
2009.05 中共天津市蓟县县委副书记，县政府县长
2011.10 中共天津市蓟县县委书记
2015.01 不再担任天津市蓟县县委书记
（人民网资料 截至2015年1月)"
景悦,"景悦，男，1963年生，天津人，汉族，1985年5月入党，1983年8月参加工作。天津大学建工学院结构工程专业，在职研究生，工学博士，正高级工程师。
1979.09 天津大学水利系水工专业学生
1983.08 天津市大港区水利局工程科副科长、设计室副主任，大港水利工程公司副经理、工程师
1993.05 天津市水利局（市引滦工程管理局）引滦入港管理处财务科科长
1994.12 天津市水利局（市引滦工程管理局）办公室副主任（其间：1995.03－1995.07在天津市委党校第8期培训一班学习）
1996.11 天津市水利局（市引滦工程管理局）引滦入港管理处处长
1997.07 天津市水利局（市引滦工程管理局）引滦入港管理处处长、党总支书记（其间：1997.09－1999.03在天津大学建工学院水利工程专业学习，获工学硕士学位；1999.03－2002.02在天津大学建工学院结构工程专业学习，获工学博士学位）
2003.04 天津市水利局党委组织部部长
2004.07 天津市水利局（市引滦工程管理局）副局长
2009.05 天津市南开区委常委、区纪委书记
2011.10 天津市蓟县县委副书记、副县长（正局级）
2011.11 天津市蓟县县委副书记、代理县长（正局级）
2011.12 天津市蓟县县委副书记、县长（正局级）
2015.01 天津市蓟县县委书记
2016.03 不再担任天津市蓟县县委书记
（人民网资料 截至2016年3月)"
冀国强,"冀国强，男，汉族，1965年11月生，河南汝南人，1987年6月加入中国共产党，1988年8月参加工作，中央财政金融学院财政系财政专业毕业，大学学历，北京大学与国家行政学院合作培养公共管理硕士。
1984.09 中央财政金融学院财政系财政专业学习
1988.08 财政部办公厅秘书处办事员、科员（其间：1988.11-1989.04在北京市宣武区财政局锻炼；1990.10-1991.04在天津市蓟县财政局锻炼）
1993.08 财政部办公厅部长秘书室副主任科员、主任科员
1998.01 财政部办公厅部长秘书室（部长办公室）副处长级秘书
2000.06 财政部办公厅部长办公室正处长级秘书
2001.12 财政部办公厅部长办公室副主任（兼）、正处长级秘书
2003.03 全国社会保障基金理事会办公厅正处级秘书
2003.11 全国社会保障基金理事会股权资产部副主任
2004.06 全国社会保障基金理事会机关党委副书记、人事部副主任（主持工作）
（2004.03-2007.01在北京大学与国家行政学院合作培养的公共管理硕士专业学习，获公共管理硕士学位）
2007.06 全国社会保障基金理事会股权资产部（实业投资部）主任（其间：2009.09-2009.11在中央党校第53期地厅级干部进修班学习）
2010.10 天津市静海县委副书记（正局级）
2010.11 天津市静海县委副书记、代县长（正局级）
2011.01 天津市静海县委副书记、县长（正局级）
2013.03 天津市静海县委书记、县长（正局级）
2013.04 天津市静海县委书记（正局级）（其间：2014.11-2015.01在中央党校第1期县委书记研修班学习）
2015.10 天津市静海区委书记
2017.05 天津市委常委，静海区委书记
2017.06 天津市委常委、统战部部长
（人民网资料 截至2017年6月）"
曹殿卿,"曹殿卿，男，1963年4月生，汉族，天津静海人，1985年6月加入中国共产党，1982年9月参加工作，中央党校研究生文化。
历任静海县大邱庄镇党委书记，静海县政府常务副县长，静海县委副书记，静海县政府代县长。
2013.04 中共静海县委副书记，县政府县长
2015.01 天津市农村工作委员会副主任
(人民网资料 截至2015年1月)"
李树起,"李树起，男，汉族，1962年8月生，天津市人，1983年1月加入中国共产党，1980年11月参加工作，中央党校研究生学历，高级管理人员工商管理硕士。
1980.11 参军入伍，曾任解放军步兵二四二团一〇〇炮连战士、班长、代理排长
1984.12 历任南郊区葛沽镇干部、团委书记、武装部副部长，南郊（津南）区葛沽镇党委委员、武装部部长、副镇长、经委主任、党委副书记、纪委书记、镇长
1998.01 先后任津南区副区长、区委常委，市农委副主任，宁河县委副书记
2008.04 宁河县委副书记、县长（正局级）
2011.10 天津市宁河县委书记（正局级）
2015.10 天津市宁河区委书记
2015.12 天津市副市长，宁河区委书记
2016.01 天津市副市长
（人民网资料 截至2016年1月）"
张炳江,"张炳江，男，汉族，1965年10月出生，天津宁河人，中共党校经济学专业毕业，在职研究生学历，1986年5月加入中国共产党，1986年7月参加工作。
1986年 先后任天津市宁河县芦台镇第一小学教师、芦台一中团委干部
1988年 共青团天津市宁河县委科员、副科长、副书记、书记
1997年 天津市宁河县委常委、团县委书记，任凤乡党委书记(兼)
2001年 天津市宁河县委常委、团县委书记、县招商办主任
2002年 天津市宁河县委常委、宣传部部长
2006年 天津市宁河县委常委、县纪委书记
2010年 天津市宁河县委常委、县纪委书记，县政府常务副县长
2011.12 天津市宁河县委副书记，县政府县长
2015.11 天津市宁河区委副书记，区政府区长
2016.03 天津市蓟县县委书记
2016.12 不再担任蓟县县委书记，另有任用
（人民网资料 截至2016年12月）"
袁桐利,"袁桐利，男，汉族，1961年8月生，天津人，1985年12月入党，1980年12月参加工作，中央党校在职研究生班法学理论专业毕业，中央党校在职研究生学历。
1978.08 大连海运学校轮机管理专业学习
1980.12 天津远洋公司职员
1983.10 共青团天津市武清县委干事、常委、副书记
1986.11 共青团天津市武清县委书记（其间:1990.03-1990.07天津市委党校干部进修班学习）
1991.09 天津市武清县汊沽港乡党委书记
1993.08 天津市武清县杨村镇党委书记
1994.07 天津市武清县副县长
（1992.08-1994.08天津广播电视大学中文专业学习；1995.08-1997.12中央党校领导干部函授本科班经济管理专业学习）
1997.12 天津市武清县委常委、副县长（其间:1998.09-2000.07天津师范大学法学理论专业研究生课程班学习）
2000.10 天津市武清区委常委、副区长
2002.11 天津市武清区委副书记、副区长
2002.12 天津市武清区委副书记、区长
（2001.03-2004.01中央党校在职研究生班法学理论专业学习）
2008.03 天津市武清区委书记、区长
2008.06 天津市武清区委书记
2011.05 天津市政府秘书长，武清区委书记
2011.10 天津市政府秘书长
2012.05 天津市委常委、市政府秘书长
2012.06 天津市委常委、滨海新区区委副书记
2013.02 天津市委常委、滨海新区区委书记
2014.10 天津市委常委、政法委员会书记、市总工会主席
2016.04 河北省委常委
2016.05 河北省委常委，省政府副省长、党组副书记
2016.06 河北省委常委，省政府副省长、党组副书记，河北行政学院（河北管理干部学院）院长
2017.04 河北省委常委，省政府副省长、党组副书记，河北行政学院（河北管理干部学院）院长，雄安新区筹备工作委员会临时党委书记
2017.05 河北省委常委，省政府副省长、党组副书记，河北行政学院（河北管理干部学院）院长
（人民网资料 截至2017年6月）"
宗国英,"宗国英，男，汉族，河南内黄人，1963年8月生，1984年6月加入中国共产党，1986年7月参加工作，南开大学政治经济学专业毕业，研究生学历，博士学位，北京大学经济学院博士后，研究员、高级工程师，享受国务院特殊津贴专家。
曾任天津新技术产业园区管委会主任，天津海泰控股集团有限公司董事长、党委书记、总经理，滨海高新区开发建设有限公司董事长、总经理，天津市委滨海新区工作委员会副书记，天津市滨海新区管理委员会副主任、党组副书记，加快滨海新区开发开放领导小组办公室主任。
2009.12 中共天津市滨海新区区委副书记
2010.01 中共天津市滨海新区区委副书记，区政府区长
2013.01 天津市政府副市长，中共滨海新区区委副书记、区政府区长
2014.10 天津市政府副市长，中共滨海新区区委书记、区政府区长
2014.11 中共天津市委常委，滨海新区区委书记、区政府区长
2015.01 中共天津市委常委，滨海新区区委书记
2017.03 云南省委常委，省政府常务副省长、党组副书记
（人民网资料 截至2017年3月）"
孙瑞彬,"孙瑞彬，男，汉族，1959年9月生，昌黎人，1985年5月入党，1975年7月参加工作，中央党校在职研究生班政治学专业毕业，中央党校在职研究生学历。
1975.07 魏县知青
1978.02 河北医学院邯郸分院学习
1980.03 河北彭城耐火材料厂工作，兼厂团委副书记
1985.01 邯郸钢铁总厂团委常委兼机关团委书记、厂团委副书记（其间：1985.09-1988.07省委党校党政干部函授学院学习）
1992.03 邯郸钢铁总厂团委书记
（1991.09-1994.06北京科技大学成人教育学院管理工程专业函授学习）
1995.08 邯郸钢铁总厂第三炼钢厂党委书记（其间：1996.12-1998.11中国社会科学院研究生院研究生课程进修班工业经济系企业管理专业学习）
1999.03 重庆市重庆特殊钢（集团）有限责任公司总经理助理、副总经理
2000.11 重庆市万盛区副区长
2002.12 重庆市万盛区委副书记、代区长
2003.03 重庆市万盛区委副书记、区长
2004.05 重庆市万盛区委书记
2005.01 河北省沧州市委副书记、代市长
2005.03 沧州市委副书记、市长
（2004.03-2006.01中央党校在职研究生班政治学专业学习）
2006.11 邯郸市委书记
2008.01 河北省政府副省长、党组成员
2010.08 河北省委常委、石家庄市委书记
2016.10 石家庄市委书记
2016.12 河北省政协党组成员
2017.01 河北省政协副主席、党组成员
（人民网资料 截至2017年1月）"
